,_id,SOZIETATEA_EU/SOCIEDAD_EU,SOZIETATEA_CAS/SOCIEDAD_CAS,EKITALDIA/EJERCICIO,SAILA/DEPARTAMENTO,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS,ZENTRU KUDEATZAILEA/CENTRO GESTOR,ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS,ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS,GASTU ARLOA/AREA DE GASTO,GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS,GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS,GASTU POLITIKA/POLITICA DE GASTO,GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS,GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS,TALDEA/GRUPO,TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS,TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS,PROGRAMA/PROGRAMA,PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS,PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS,KAPITULUA/CAPITULO,KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS,KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS,ARTIKULUA/ARTICULO,ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS,ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS,KONTZEPTUA/CONCEPTO,KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS,KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS,AZPIKONTZEPTUA/SUBCONCEPTO,AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS,AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS,PROIEKTUA/PROYECTO,PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO,HASIERAKO KREDITUA/CREDITO INICIAL 2023
191,192,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3341,ARTE ESZENIKOAK,ARTES ESCÉNICAS,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,73,KAPITAL TRANSFERENTZIAK UDALERRIARI,TRANSFERENCIAS DE CAPITAL AL MUNICIPIO,736,KAPITAL TRANSFERENTZIAK UDALAREN FUNDAZIO PUBLIKOEI,TRANSFERENCIAS DE CAPITAL A FUNDACIONES PRIVADAS,73603,KAPITAL TRANSFERENTZIAK BOS-I (J.C. DE ARRIAGA PAT),TRANSFERENCIAS DE CAPITAL A LA BOS (FUNDACIÓN J.C.,2023/00052,Transferentzia kapital Bilbao Orkestra Sinfonikoa (BOS)/ Transferencia de capital Orquesta Sinfónica de Bilbao (BOS),"8.000,00"
192,193,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,120,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,9999/99999,GENERIKOA/ GENÉRICO,"20.199,00"
193,194,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12101,LANTOKI OSAGARRIA,COMPLEMENTO DE DESTINO,9999/99999,GENERIKOA/ GENÉRICO,"7.890,00"
194,195,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12102,OSAGARRI BEREZIA,COMPLEMENTO ESPECIFICO,9999/99999,GENERIKOA/ GENÉRICO,"25.881,00"
195,196,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12103,PRODUKTIBITATE OSAGARRIA,COMPLEMENTO DE PRODUCTIVIDAD,9999/99999,GENERIKOA/ GENÉRICO,"6.504,00"
196,197,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16001,GIZARTE SEGURANTZA,SEGURIDAD SOCIAL,9999/99999,GENERIKOA/ GENÉRICO,"15.992,00"
197,198,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16004,ELKARKIDETZAKO KUOTAK,CUOTAS ELKARKIDETZA,9999/99999,GENERIKOA/ GENÉRICO,"1.274,00"
198,199,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,201,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"4.500,00"
199,200,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,209,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2006/00122,Bilbao Izan/ Bilbao Izan,"11.323,00"
200,201,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,209,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"500,00"
201,202,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,209,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"4.900,00"
202,203,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",221,HORNIDURAK,SUMINISTROS,22199,BESTELAKO HORNIDURAK,OTROS SUMINISTROS,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"1.000,00"
203,204,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",221,HORNIDURAK,SUMINISTROS,22199,BESTELAKO HORNIDURAK,OTROS SUMINISTROS,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"1.000,00"
204,205,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",223,GARRAIOAK,TRANSPORTES,22301,GARRAIOAK,TRANSPORTES,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"500,00"
205,206,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",223,GARRAIOAK,TRANSPORTES,22301,GARRAIOAK,TRANSPORTES,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"1.500,00"
206,207,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22603,PUBLIZITATEA ETA PROPAGANDA,PUBLICIDAD Y PROPAGANDA,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"500,00"
207,208,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22603,PUBLIZITATEA ETA PROPAGANDA,PUBLICIDAD Y PROPAGANDA,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"2.000,00"
208,209,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22605,BILERAK ETA BATZARRAK,REUNIONES Y CONFERENCIAS,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"1.000,00"
209,210,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22605,BILERAK ETA BATZARRAK,REUNIONES Y CONFERENCIAS,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"44.000,00"
210,211,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22699,BESTELAKO GASTUAK,OTROS GASTOS DIVERSOS,2006/00122,Bilbao Izan/ Bilbao Izan,"2.000,00"
211,212,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22699,BESTELAKO GASTUAK,OTROS GASTOS DIVERSOS,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"6.000,00"
212,213,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22699,BESTELAKO GASTUAK,OTROS GASTOS DIVERSOS,2013/00030,Bidebarrieta Kulturgunea/ Bidebarrieta Kulturgunea,"10.000,00"
213,214,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,CONTRATOS SOCIO-CULTURALES,2006/00122,Bilbao Izan/ Bilbao Izan,"120.275,00"
214,215,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1101,KULTURAKO ZUZENDARITZA,DIRECCIÓN CULTURA.,3, LEHENTASUNEZKO ONDASUN PUBLIKOEN EKOIZPENA,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFEREN,33,KULTURA,CULTURA,334,KULTURAREN SUSTAPENA,PROMOCIÓN CULTURAL,3342,ESZENIKOAK EZ DIREN KULTUR JARDUERAK,ACTIVIDADES CULTURALES NO ESCÉNICAS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,CONTRATOS SOCIO-CULTURALES,2008/00038,FANT Fantasia eta Beldurrezko Zinearen Jaialdia/ FANT Festival de cine fantástico y de terror,"65.000,00"
